Time,Source,Destination,Protocol,Length,Info
73.729824,192.168.137.147,239.255.255.250,UDP,666,58318  >  3702 Len=624
5.494931,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
52.938477,81.131.67.131,82.42.241.166,UDP,550,41730  >  31391 Len=508
15.458007,193.63.53.155,224.1.2.3,UDP,66,1976  >  6003 Len=24
23.048828,81.251.185.1,81.131.67.131,UDP,61,31074  >  41730 Len=19
5.723436,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
11.751953,81.131.67.131,151.37.67.40,UDP,61,41730  >  6346 Len=19
16.202149,81.131.67.131,212.129.214.254,UDP,61,41730  >  6346 Len=19
15.498476,192.168.2.6,224.0.1.129,UDP,86,42319  >  42319 Len=44
120.827212,192.168.137.147,239.255.255.250,UDP,666,53623  >  3702 Len=624
90.802488,fe80::a8f9:bf90:88d5:7c62,ff02::c,UDP,686,55446  >  3702 Len=624
48.500977,81.131.67.131,149.156.74.157,UDP,61,41730  >  6347 Len=19
5.541993,213.22.134.120,81.131.67.131,UDP,60,19408  >  41730 Len=18
46.391602,81.131.67.131,38.115.4.204,UDP,54,41730  >  21284 Len=12
47.454102,81.131.67.131,213.10.213.50,UDP,61,41730  >  6346 Len=19
18.739279,193.63.53.155,224.1.2.3,UDP,66,1976  >  6003 Len=24
48.422852,81.131.67.131,82.10.189.102,UDP,61,41730  >  6346 Len=19
17.203125,81.131.67.131,84.84.15.199,UDP,518,41730  >  15492 Len=476
8.75,68.62.236.42,81.131.67.131,UDP,61,28101  >  41730 Len=19
1747.11313,192.168.137.1,255.255.255.255,UDP,56,56171  >  3289 Len=14
25.955078,81.131.67.131,84.248.196.113,UDP,61,41730  >  6346 Len=19
18.219727,81.131.67.131,65.43.223.20,UDP,61,41730  >  6346 Len=19
1.446055,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
32.109375,81.131.67.131,201.21.18.93,UDP,50,41730  >  6346 Len=8
30.236328,81.131.67.131,212.118.95.250,UDP,419,41730  >  6881 Len=377
17.700196,24.11.146.28,81.131.67.131,UDP,50,17342  >  41730 Len=8
3.29175,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
7.742998,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
0.515625,84.159.23.80,81.131.67.131,UDP,61,62082  >  41730 Len=19
47.782227,81.131.67.131,24.11.146.28,UDP,50,41730  >  17342 Len=8
6.625,81.131.67.131,24.207.37.197,UDP,61,41730  >  6346 Len=19
15.268555,81.131.67.131,144.138.79.46,UDP,428,41730  >  18500 Len=386
