Time,Source,Destination,Protocol,Length,Info
555.427718,192.168.18.46,34.203.15.122,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
52979.57894717,127.0.0.1,127.0.0.1,HTTP,388,GET /b/c/g HTTP/1.1 
443.803765,192.168.18.46,34.199.93.197,HTTP,199,GET /get HTTP/1.1 
1675.149255,23.197.207.147,192.168.137.147,HTTP,472,HTTP/1.1 200 OK  (text/plain)
452.259024,192.168.18.46,34.199.93.197,HTTP,199,GET /get HTTP/1.1 
16.4111,2a00:5e80:101:212d:504:7b1:2572:db22,2606:f200:0:7:bad:f00d:d00d:1,HTTP,214,GET / HTTP/1.1 
0.34375,81.131.67.131,213.19.160.190,HTTP,354,GET /msdownload/update/v5/psf/windowsxp-sp2-x86fre-usa-2180_056b2b38baf5620be85ddd58141b073bc0b06a1d.psf HTTP/1.1 
1673.394758,192.168.137.147,23.197.207.147,HTTP,236,GET /files/emupdate/autoupdate.ini HTTP/1.1 
448.680124,192.168.18.46,34.199.93.197,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
2686.661751,192.168.20.26,13.107.4.52,HTTP,208,GET /connecttest.txt HTTP/1.1 
2686.661614,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,2a01:111:2003::52,HTTP,229,GET /connecttest.txt HTTP/1.1 
819.975569,192.168.137.147,172.16.0.73,HTTP,290,CONNECT openlibra.com:443 HTTP/1.1 
602.556172,192.168.18.46,34.203.15.122,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
247.060136,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,HTTP,340,HTTP/1.1 204 No Content 
579.294946,192.168.18.46,34.203.15.122,HTTP,199,GET /get HTTP/1.1 
141.055478,172.16.0.75,192.168.137.147,HTTP,1355,HTTP/1.1 200 OK  (text/plain)
452.530681,192.168.18.46,34.199.93.197,HTTP,309,POST /post HTTP/1.1  (application/x-www-form-urlencoded)
500.35725,192.168.18.46,34.193.132.77,HTTP,224,DELETE /delete HTTP/1.1 
818.382885,192.168.137.147,172.16.0.73,HTTP,290,CONNECT openlibra.com:443 HTTP/1.1 
864.535019,192.168.137.147,172.16.0.73,HTTP,332,CONNECT nav-edge.smartscreen.microsoft.com:443 HTTP/1.1 
470.200295,192.168.18.46,34.193.132.77,HTTP,199,GET /get HTTP/1.1 
433.72146,192.168.18.46,34.199.93.197,HTTP,224,DELETE /delete HTTP/1.1 
411.680325,192.168.18.46,34.199.93.197,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
24.018712,192.168.137.147,172.16.0.73,HTTP,300,CONNECT edge.microsoft.com:443 HTTP/1.1 
819.161891,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
53002.933611783,127.0.0.1,127.0.0.1,HTTP,400,GET /b/c/d;p?q&path=;x HTTP/1.1 
417.876286,77.234.42.238,192.168.137.147,HTTP,1391,HTTP/1.1 200 OK 
52843.379837232,127.0.0.1,127.0.0.1,HTTP,392,GET /?path=g:h HTTP/1.1 
35.484127,208.97.177.124,95.136.242.99,HTTP,536,HTTP/1.1 200 OK  (text/html)
53.537375,192.168.137.147,172.16.0.73,HTTP,286,CONNECT th.bing.com:443 HTTP/1.1 
609.127449,77.234.42.238,192.168.137.147,HTTP,583,HTTP/1.1 200 OK 
52922.750878652,127.0.0.1,127.0.0.1,HTTP,383,GET / HTTP/1.1 
570.659237,192.168.18.46,34.203.15.122,HTTP,309,POST /post HTTP/1.1  (application/x-www-form-urlencoded)
35.653754,95.136.242.99,208.97.177.124,HTTP,351,GET /favicon.ico HTTP/1.1 
144.337978,192.168.137.147,172.16.0.73,HTTP,312,CONNECT ecn.dev.virtualearth.net:443 HTTP/1.1 
658.48014,172.16.0.75,192.168.137.147,HTTP,252,HTTP/1.1 304 Not Modified 
609.135828,192.168.137.147,77.234.42.238,HTTP,360,GET /R/A3sKIGNlNTk2OTI4ZTRlMzQ1YTY4NzhiMTQzZjRlM2ViMDgyEgQCFAMjGKwCIgH-KggIBBD798OoASoICAMQrZXwpwEyCwgEEPv3w6gBGIAKOKGvhLgBQiB2Okp2x-WtUTM7raVuZ0HyTTQhen0mylawxE9EhH8xXkiAgyg= HTTP/1.1 
598.279769,192.168.18.46,34.203.15.122,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
