Time,Source,Destination,Protocol,Length,Info
41.15625,2001:638:902:1:201:2ff:fee2:7596,2002:5183:4383::5183:4383,FTP,127,"Response: 500 Invalid argument, rejected."
50.300032,127.0.0.1,127.0.0.1,FTP,65,Request: RETR qajcnovwzz.txt
17.101949,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
50.296256,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
57.350629,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
77.511342,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
37.226236,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
13.070334,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
15.090234,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
15.821289,2002:5183:4383::5183:4383,2001:638:902:1:201:2ff:fee2:7596,FTP,108,Request: opts utf8 on
57.353655,127.0.0.1,127.0.0.1,FTP,63,Response: 250 File removed.
44.26788,127.0.0.1,127.0.0.1,FTP,63,Response: 250 File removed.
7.027962,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
60.375275,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
33.193587,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
77.512734,127.0.0.1,127.0.0.1,FTP,70,Response: 200 Type set to: Binary.
14.074634,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
21.129108,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
18.117969,127.0.0.1,127.0.0.1,FTP,63,Response: 250 File removed.
52.320358,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
38.23357,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
13.065658,127.0.0.1,127.0.0.1,FTP,70,Response: 200 Type set to: Binary.
76.499641,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE I
33.192309,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
15.096862,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,203,125)."
0.003576,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
76.500926,127.0.0.1,127.0.0.1,FTP,65,Request: STOR byuwwcqcaz.txt
11.04987,127.0.0.1,127.0.0.1,FTP,65,Request: DELE slrpjxrlny.txt
43.254585,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
3.015714,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
